,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630178,00,0,128,74,3320.0,630,1327,0.474755,142,370,0.383783,252,293,0.860068,36,294,330,407,74,43,117,220,1654
0,202704,00,0,698,461,17838.0,3390,7988,0.424386,938,2712,0.34587,1382,1619,0.853613,366,1744,2110,2995,483,85,1312,1364,9100
0,203952,00,0,593,593,20772.0,4251,9498,0.447567,823,2363,0.348286,2101,2902,0.723983,732,1896,2628,1383,592,396,1182,1284,11426
0,1630175,00,0,109,96,3277.0,569,1442,0.39459,189,557,0.339317,320,379,0.844327,69,491,560,554,75,34,271,262,1647
0,1626171,00,0,446,119,9669.0,1984,4229,0.469141,468,1217,0.384552,493,656,0.751524,835,2099,2934,529,258,171,483,855,4929
0,1629057,00,0,174,77,3460.0,557,765,0.728104,0,3,0.0,141,212,0.665094,438,717,1155,249,130,300,146,329,1255
0,1627741,00,0,462,291,13467.0,2674,6221,0.429834,1397,3504,0.398687,615,712,0.863764,340,1631,1971,1153,378,134,804,970,7360
0,1629673,00,0,178,66,4341.0,800,1925,0.415584,357,1054,0.338709,413,470,0.878723,53,383,436,496,119,38,290,365,2370
0,203500,00,0,660,595,17707.0,2549,4344,0.586786,1,14,0.071428,1041,1899,0.548183,2373,2890,5263,963,585,627,942,1637,6140
0,1628401,00,0,257,158,6638.0,1028,2335,0.440256,323,961,0.336108,572,681,0.839941,124,719,843,988,204,202,348,558,2951
0,1627742,00,0,364,325,11948.0,2447,5301,0.461611,492,1362,0.361233,1346,1757,0.766078,277,1590,1867,1387,258,208,874,882,6732
0,203994,00,0,411,330,9815.0,1989,3978,0.5,32,138,0.231884,1005,1495,0.67224,1052,2461,3513,903,372,489,870,1287,5015
0,1629639,00,0,170,33,5130.0,1042,2376,0.438552,382,1004,0.380478,360,422,0.85308,71,712,783,541,111,34,345,230,2826
0,1629640,00,0,155,136,4457.0,815,1705,0.478005,214,555,0.385585,333,443,0.751693,179,713,892,271,106,38,176,298,2177
0,203935,00,0,514,293,15309.0,1790,4686,0.381988,780,2434,0.32046,1007,1292,0.779411,433,1419,1852,2279,813,190,922,1318,5367
0,203932,00,0,523,434,15096.0,2568,5604,0.458244,575,1796,0.320155,1078,1537,0.701366,836,2435,3271,1299,388,331,781,1045,6789
0,203115,00,0,618,279,15947.0,2659,6137,0.433273,813,2303,0.353017,1039,1321,0.786525,452,2185,2637,1684,473,259,892,985,7170
0,201143,00,0,945,935,30447.0,5399,10503,0.514043,601,1678,0.358164,1527,2012,0.758946,1923,5800,7723,3124,757,1121,1435,2110,12926
0,1629018,00,0,197,109,5439.0,927,2248,0.412366,467,1213,0.384995,279,344,0.811046,77,360,437,276,219,45,133,317,2600
0,201144,00,0,952,916,30426.0,5003,11405,0.438667,1470,3858,0.381026,2642,3221,0.820242,451,2402,2853,5371,1356,196,1886,1875,14118
0,202692,00,0,619,129,14167.0,2206,5281,0.417723,647,1712,0.37792,1508,1886,0.799575,366,1803,2169,1238,433,130,752,1157,6567
0,1629028,00,0,232,225,7125.0,1661,2765,0.600723,13,54,0.24074,442,586,0.754266,736,1698,2434,373,167,243,391,651,3777
0,1630256,00,0,142,129,3942.0,658,1302,0.505376,118,383,0.308093,225,321,0.700934,255,512,767,387,153,76,230,486,1659
0,200768,00,0,1019,783,32487.0,4825,11376,0.424138,1959,5325,0.367887,3433,4220,0.813507,802,3660,4462,6438,1347,298,2412,2795,15042
0,1629011,00,0,227,114,5382.0,821,1137,0.722075,0,0,0.0,274,507,0.540433,758,940,1698,126,192,449,156,688,1916
0,203903,00,0,593,142,15989.0,3456,7863,0.439526,1056,3116,0.338896,1140,1376,0.828488,495,1450,1945,1499,509,88,987,1006,9108
0,203076,00,0,601,596,20698.0,5346,10374,0.515326,291,960,0.303125,3335,4200,0.794047,1516,4612,6128,1399,820,1409,1173,1415,14318
0,1628964,00,0,220,69,4048.0,657,1388,0.473342,187,539,0.346938,164,239,0.686192,377,944,1321,188,87,315,196,476,1665
0,1627826,00,0,353,220,6675.0,1165,1958,0.594994,1,10,0.1,584,772,0.756476,780,1504,2284,398,111,298,377,787,2915
0,1626162,00,0,473,162,11937.0,2043,4717,0.433114,689,2086,0.330297,916,1222,0.74959,441,1611,2052,478,446,230,496,1200,5691
0,201567,00,0,805,659,24934.0,4674,10610,0.440527,1444,3883,0.371877,3411,4114,0.82912,2066,6551,8617,1905,526,340,1538,1611,14203
0,1630581,00,0,54,54,1700.0,281,670,0.419402,56,213,0.26291,56,79,0.70886,98,323,421,345,51,20,171,88,674
0,1628381,00,0,293,242,8487.0,1900,3396,0.559481,277,736,0.376358,760,975,0.779487,722,1719,2441,455,167,304,444,909,4837
0,203915,00,0,381,184,10077.0,1609,3921,0.410354,543,1694,0.320543,1214,1532,0.792428,176,978,1154,1912,257,103,658,893,4975
0,204001,00,0,331,330,10212.0,2232,5044,0.442505,586,1669,0.351108,1180,1440,0.819444,575,2014,2589,519,231,626,547,1014,6230
0,1628404,00,0,296,118,8071.0,1028,2284,0.450087,427,1231,0.346872,435,589,0.738539,253,1448,1701,614,273,104,343,675,2918
0,1628420,00,0,275,100,6915.0,1150,2388,0.481574,327,828,0.394927,266,322,0.826086,92,545,637,1014,215,47,211,307,2893
0,1626149,00,0,453,29,9763.0,2358,3810,0.618897,9,77,0.116883,1125,1700,0.661764,858,1557,2415,628,250,376,511,974,5850
0,1629647,00,0,185,117,4768.0,672,1656,0.405797,212,696,0.304597,285,410,0.695121,152,926,1078,237,110,136,257,183,1841
0,1629611,00,0,182,47,3773.0,521,1067,0.488284,116,307,0.37785,215,273,0.787545,164,537,701,346,95,34,134,338,1373
0,203083,00,0,711,623,21110.0,4156,7706,0.53932,15,114,0.131578,1536,3254,0.472034,3224,6214,9438,994,968,1048,1405,2226,9863
0,203095,00,0,639,491,18309.0,3284,7371,0.445529,1274,3345,0.380866,1298,1626,0.798277,267,1487,1754,1661,563,96,1034,1538,9140
0,1630529,00,0,72,63,2161.0,258,536,0.481343,53,153,0.346405,125,148,0.844594,89,188,277,155,118,54,96,224,694
0,1627827,00,0,387,275,10537.0,1151,2604,0.442012,537,1508,0.3561,291,406,0.716748,574,1199,1773,539,308,164,334,838,3130
0,1629020,00,0,160,91,2995.0,357,602,0.593023,3,20,0.15,145,236,0.614406,331,658,989,169,165,90,133,305,862
0,1628984,00,0,234,161,6604.0,977,2631,0.371341,617,1723,0.358096,471,570,0.826315,111,485,596,1188,200,34,395,332,3042
0,1629001,00,0,229,53,4701.0,689,1681,0.409875,280,779,0.359435,229,302,0.758278,157,658,815,642,306,108,326,423,1887
0,202711,00,0,598,481,17367.0,3105,6793,0.457088,1222,3110,0.392926,1522,1764,0.862811,321,1841,2162,935,327,42,961,963,8954
0,1626172,00,0,361,144,5930.0,725,1279,0.566849,10,58,0.172413,243,401,0.605985,671,1054,1725,488,176,206,214,760,1703
0,203486,00,0,655,380,14648.0,2161,3705,0.583265,2,41,0.04878,1119,2007,0.557548,1352,2996,4348,1596,499,588,975,1830,5443
0,203484,00,0,677,535,19790.0,2777,6629,0.418916,1145,3190,0.358934,1093,1345,0.812639,421,1709,2130,1142,742,153,687,1240,7792
0,1629645,00,0,131,81,3672.0,614,1468,0.418256,230,665,0.345864,245,363,0.674931,78,408,486,604,125,42,356,336,1703
0,203471,00,0,621,267,16448.0,3287,7547,0.435537,721,2136,0.337546,1511,1814,0.832965,266,1563,1829,2907,515,82,1479,1263,8806
0,1628370,00,0,301,31,6041.0,1101,2614,0.421193,485,1377,0.352214,339,409,0.82885,96,587,683,593,156,73,365,409,3026
0,203078,00,0,645,611,22418.0,5180,11357,0.456106,1434,3851,0.37237,2437,2968,0.821091,560,2081,2641,2701,727,251,1563,1435,14231
0,1628449,00,0,224,23,3969.0,708,1455,0.486597,198,594,0.333333,391,499,0.783567,403,787,1190,111,110,264,119,474,2005
0,1630170,00,0,127,33,2806.0,414,992,0.417338,170,487,0.349075,113,136,0.830882,65,390,455,176,110,58,75,222,1111
0,203552,00,0,373,195,9366.0,1537,3224,0.476736,719,1634,0.440024,398,466,0.854077,117,715,832,822,271,53,421,612,4191
0,1630578,00,0,68,9,1353.0,228,483,0.472049,28,106,0.26415,154,221,0.696832,124,235,359,165,58,65,137,200,638
0,203496,00,0,530,458,15902.0,2059,5086,0.404836,1168,3259,0.358392,842,1036,0.812741,485,2602,3087,797,854,522,814,1577,6128
0,2546,00,0,1256,1120,43423.0,10101,22597,0.447006,1728,4855,0.355921,6316,7759,0.814022,1979,5813,7792,3417,1220,643,3050,3535,28246
0,1627747,00,0,311,173,8529.0,1706,3915,0.435759,430,1293,0.332559,696,948,0.734177,231,957,1188,1225,336,105,596,629,4538
0,1626220,00,0,364,224,9344.0,812,1796,0.452115,424,1099,0.385805,216,271,0.797047,219,1523,1742,758,291,136,338,830,2264
0,1630224,00,0,61,61,1908.0,345,828,0.416666,133,398,0.33417,159,198,0.80303,30,171,201,160,41,17,125,91,982
0,203992,00,0,309,151,8850.0,1610,3663,0.43953,717,1875,0.3824,449,545,0.823853,143,911,1054,1052,316,72,463,666,4386
0,1630191,00,0,132,78,3116.0,456,853,0.534583,27,94,0.287234,131,187,0.700534,363,643,1006,127,61,158,147,375,1070
0,1629014,00,0,211,35,4375.0,763,1797,0.424596,384,979,0.392236,234,281,0.83274,68,388,456,420,75,24,230,350,2144
0,203924,00,0,555,270,14455.0,2181,4823,0.452208,578,1656,0.349033,1389,1921,0.72306,489,1700,2189,747,348,615,617,1263,6329
0,1628989,00,0,267,209,7915.0,1151,2685,0.428677,543,1442,0.37656,180,230,0.782608,164,769,933,853,244,95,359,626,3025
0,203109,00,0,731,402,18450.0,2414,5777,0.417863,1139,3288,0.346411,1058,1361,0.777369,503,2618,3121,1172,728,252,640,1510,7025
0,1630166,00,0,128,38,3012.0,341,805,0.423602,122,385,0.316883,128,174,0.735632,67,575,642,198,87,54,102,307,932
0,1628384,00,0,298,224,7968.0,1174,2502,0.469224,442,1191,0.371116,310,439,0.70615,306,920,1226,421,328,138,328,677,3100
0,201988,00,0,813,103,16846.0,2673,6269,0.426383,1434,3683,0.389356,697,815,0.855214,247,1135,1382,1883,530,73,791,1067,7477
0,1630558,00,0,69,13,1841.0,313,751,0.416777,97,300,0.323333,39,63,0.619047,32,121,153,247,52,20,93,127,762
0,1628374,00,0,275,249,8193.0,1493,3396,0.439634,610,1683,0.362448,631,745,0.846979,303,1560,1863,349,188,138,350,502,4227
0,202330,00,0,733,571,22814.0,3960,8735,0.453348,1021,2750,0.371272,2508,3038,0.825543,558,2741,3299,2572,725,296,1431,1283,11449
0,201580,00,0,815,333,13867.0,2775,4813,0.576563,12,65,0.184615,926,1530,0.605228,1537,2757,4294,355,324,1206,814,1811,6488
0,1627736,00,0,331,83,6899.0,1259,2923,0.430721,659,1707,0.386057,251,309,0.812297,125,690,815,410,184,43,247,385,3428
0,1629023,00,0,181,140,5301.0,793,1762,0.450056,303,807,0.375464,249,355,0.701408,228,818,1046,416,171,176,294,466,2138
0,1630193,00,0,136,5,2855.0,471,1204,0.391196,239,651,0.367127,316,353,0.895184,52,293,345,354,76,15,148,267,1497
0,201976,00,0,522,434,14317.0,1618,3907,0.414128,829,2192,0.378193,557,736,0.756793,589,1641,2230,1820,595,268,665,1619,4622
0,1629655,00,0,161,69,2684.0,497,718,0.6922,0,0,0.0,191,291,0.656357,285,418,703,111,64,222,132,348,1185
0,1629643,00,0,109,33,2710.0,329,840,0.391666,150,464,0.323275,82,101,0.811881,85,406,491,210,136,60,91,134,890
0,1628971,00,0,263,175,6108.0,781,1629,0.479435,100,324,0.308641,297,401,0.740648,313,806,1119,547,233,131,245,644,1959
0,1629634,00,0,176,21,3864.0,814,1382,0.589001,47,162,0.290123,245,350,0.7,316,682,998,255,126,166,120,300,1920
0,203937,00,0,499,246,10447.0,1296,2725,0.475596,208,624,0.333333,514,723,0.710926,369,1820,2189,1145,502,294,472,740,3314
0,1630173,00,0,127,31,2301.0,362,772,0.468911,45,127,0.35433,124,225,0.551111,213,446,659,104,53,66,117,231,893
0,1626145,00,0,451,69,8267.0,1068,2456,0.434853,289,832,0.347355,328,401,0.817955,102,688,790,1668,440,33,323,377,2753
0,1629652,00,0,139,131,4029.0,626,1583,0.395451,273,821,0.332521,325,408,0.796568,100,382,482,203,122,41,189,380,1850
0,1629661,00,0,177,33,4272.0,640,1437,0.445372,382,962,0.397089,185,218,0.848623,118,514,632,244,123,50,108,275,1847
0,1626168,00,0,443,120,8075.0,1261,2863,0.440447,388,1150,0.337391,516,703,0.733997,370,1555,1925,470,172,155,372,643,3426
0,202355,00,0,506,332,12570.0,2668,4555,0.585729,8,26,0.307692,1057,1747,0.605037,1589,3897,5486,322,271,1130,754,1332,6401
0,1626167,00,0,431,398,12379.0,2068,4230,0.488888,391,1121,0.348795,958,1247,0.768243,615,2264,2879,513,311,984,574,1251,5485
0,203939,00,0,504,171,9535.0,1416,2435,0.581519,121,408,0.296568,877,1170,0.749572,784,1516,2300,516,321,237,342,1115,3830
0,1630245,00,0,70,34,1909.0,244,471,0.518046,64,168,0.380952,46,68,0.67647,25,169,194,231,52,28,92,169,598
0,1630183,00,0,130,58,3260.0,412,907,0.454244,149,444,0.335585,83,115,0.721739,128,391,519,148,86,112,120,392,1056
0,200782,00,0,774,578,22454.0,2009,4725,0.425185,808,2220,0.363963,697,933,0.747052,1173,3198,4371,1142,884,239,761,1907,5523
0,1628998,00,0,165,24,3466.0,356,788,0.451776,92,283,0.325088,139,212,0.65566,165,416,581,341,156,51,143,240,943
0,1629130,00,0,233,208,6512.0,929,2136,0.434925,747,1840,0.405978,182,211,0.862559,42,653,695,355,121,52,213,574,2787
0,1629022,00,0,203,56,4133.0,716,1728,0.414351,249,721,0.345353,215,277,0.776173,55,421,476,317,107,50,180,280,1896
0,1628392,00,0,158,4,2098.0,360,598,0.602006,10,33,0.30303,153,230,0.665217,214,386,600,219,82,134,147,350,883
0,203200,00,0,570,279,14031.0,1731,4347,0.398205,967,2660,0.363533,536,654,0.819571,220,1470,1690,851,553,255,506,945,4965
0,1628977,00,0,207,44,3917.0,692,1457,0.474948,71,256,0.277343,293,462,0.634199,210,603,813,227,170,60,208,455,1748
0,1627763,00,0,333,258,10052.0,1925,4153,0.46352,522,1388,0.37608,787,893,0.881298,272,1126,1398,1596,285,77,593,649,5159
0,203490,00,0,500,316,12967.0,2050,4288,0.478078,666,1673,0.398087,547,688,0.795058,583,1940,2523,765,567,215,390,890,5313
0,1630231,00,0,118,10,2592.0,423,802,0.527431,90,245,0.367346,131,198,0.661616,148,374,522,144,62,76,94,188,1067
0,1630537,00,0,55,39,1541.0,268,621,0.431561,94,255,0.368627,90,112,0.803571,41,185,226,114,56,10,90,95,720
0,1628379,00,0,291,72,6810.0,1036,2315,0.447516,531,1253,0.423782,268,309,0.867313,73,756,829,591,142,44,273,430,2871
0,1629675,00,0,171,31,2961.0,620,1260,0.492063,145,418,0.346889,260,361,0.720221,212,513,725,173,89,164,164,417,1645
0,201568,00,0,723,560,21632.0,3424,8018,0.427039,1413,3703,0.381582,2988,3407,0.877017,498,2987,3485,1407,535,261,880,1298,11249
0,202694,00,0,713,432,19308.0,3236,7435,0.435238,1132,2995,0.377963,1254,1624,0.772167,649,2631,3280,1077,485,201,850,1538,8858
0,202339,00,0,756,568,21020.0,3689,8169,0.451585,854,2545,0.335559,2116,2698,0.784284,570,2367,2937,3545,1028,344,1888,1493,10348
0,1629638,00,0,155,35,3042.0,539,1396,0.386103,224,683,0.327964,153,211,0.725118,59,353,412,343,108,53,215,246,1455
0,1626181,00,0,419,188,9378.0,1668,3609,0.462177,592,1550,0.381935,804,968,0.830578,160,923,1083,623,341,111,496,761,4732
0,1628960,00,0,188,101,4098.0,600,1391,0.431344,349,889,0.392575,221,263,0.840304,59,417,476,281,106,32,154,262,1770
0,203110,00,0,679,529,19339.0,2160,4909,0.440008,568,1808,0.314159,1019,1434,0.710599,746,3959,4705,3693,948,702,1496,1898,5907
0,201145,00,0,1047,643,30375.0,4803,10721,0.447999,1088,3208,0.339152,2565,3185,0.805337,907,3585,4492,1618,716,538,1477,2261,13259
0,1626166,00,0,274,40,4900.0,808,1917,0.421491,277,761,0.363994,200,241,0.829875,84,521,605,879,183,62,319,467,2093
0,1629632,00,0,189,71,5338.0,943,2277,0.414141,419,1147,0.3653,303,356,0.851123,72,609,681,664,113,32,327,418,2608
0,1626192,00,0,410,34,7572.0,893,1998,0.446946,454,1237,0.367016,181,228,0.793859,281,1091,1372,511,191,117,220,478,2421
0,1629684,00,0,203,33,3894.0,384,853,0.450175,172,463,0.37149,148,192,0.770833,166,440,606,206,96,111,160,494,1088
0,201569,00,0,749,570,24259.0,4169,9739,0.428072,1746,4712,0.370543,2179,2689,0.810338,298,1513,1811,2121,641,258,1471,1421,12263
0,203081,00,0,711,711,25832.0,5725,13097,0.437123,2143,5752,0.372566,3917,4388,0.892661,425,2551,2976,4726,682,221,1995,1368,17510
0,202331,00,0,732,684,24588.0,5080,11663,0.435565,1831,4805,0.381061,2925,3447,0.848563,643,4064,4707,2607,1254,321,1971,1947,14916
0,1628366,00,0,252,239,8187.0,1117,2790,0.400358,595,1633,0.36436,166,287,0.578397,262,1185,1447,1563,391,162,637,547,2995
0,1629052,00,0,102,36,2055.0,266,628,0.423566,103,296,0.347972,155,216,0.717592,136,325,461,83,62,50,63,152,790
0,202709,00,0,726,171,16120.0,1990,4479,0.444295,401,1165,0.344206,767,976,0.78586,368,1511,1879,2183,560,167,762,1191,5148
0,1630165,00,0,85,53,2128.0,211,583,0.361921,57,211,0.270142,66,85,0.77647,40,219,259,389,89,41,188,222,545
0,1630591,00,0,46,43,1273.0,194,537,0.361266,41,190,0.215789,126,163,0.773006,26,142,168,204,56,18,140,139,555
0,1629637,00,0,187,38,3278.0,561,873,0.642611,22,60,0.366666,343,475,0.722105,288,507,795,129,77,144,143,407,1487
0,203914,00,0,468,374,13474.0,2051,4581,0.447718,705,1944,0.362654,719,885,0.812429,284,878,1162,965,547,101,557,837,5526
0,1630538,00,0,63,3,1165.0,201,504,0.398809,119,314,0.37898,93,111,0.837837,12,160,172,156,36,15,78,137,614
0,1629216,00,0,122,33,2241.0,299,760,0.393421,163,483,0.337474,62,75,0.826666,32,148,180,273,87,14,129,234,823
0,200746,00,0,1074,997,36219.0,8311,16869,0.492678,227,709,0.320169,3709,4563,0.812842,2774,5956,8730,2075,758,1186,1641,2594,20558
0,1628467,00,0,323,135,7321.0,814,1821,0.447007,401,1116,0.359318,261,328,0.795731,388,1155,1543,343,139,299,215,670,2290
0,1627777,00,0,299,18,4341.0,647,1486,0.435397,401,997,0.402206,114,131,0.870229,82,526,608,246,85,32,166,435,1809
0,1628470,00,0,293,93,5475.0,634,1390,0.456115,228,693,0.329004,149,215,0.693023,327,742,1069,279,139,156,175,590,1645
0,1627780,00,0,136,38,1928.0,292,541,0.539741,64,197,0.324873,46,82,0.560975,108,266,374,142,140,36,76,222,694
0,201587,00,0,910,801,27897.0,3601,8243,0.436855,1456,4020,0.362189,1449,1732,0.836605,912,3775,4687,3203,867,575,1539,1573,10107
0,1630171,00,0,127,121,3960.0,427,962,0.443866,115,363,0.316804,226,298,0.758389,134,259,393,237,113,43,143,335,1195
0,1626224,00,0,321,181,7879.0,1159,2756,0.420537,500,1438,0.347705,382,532,0.718045,163,874,1037,685,239,47,377,665,3200
0,1626196,00,0,431,305,12855.0,1893,4430,0.427313,679,1866,0.363879,719,858,0.837995,311,1048,1359,1155,453,261,592,1010,5184
0,1628997,00,0,128,14,2429.0,332,729,0.455418,111,307,0.361563,127,175,0.725714,110,289,399,152,105,45,95,193,902
0,1630544,00,0,60,26,1367.0,231,588,0.392857,98,272,0.360294,65,82,0.792682,25,146,171,91,47,12,71,102,625
0,1630197,00,0,103,37,2217.0,310,828,0.374396,106,385,0.275324,64,89,0.719101,101,407,508,197,58,78,178,137,790
0,1629002,00,0,137,26,1873.0,311,678,0.458702,64,213,0.300469,119,156,0.76282,84,391,475,108,67,54,109,162,805
0,1629680,00,0,189,66,4093.0,350,781,0.448143,141,433,0.325635,67,102,0.656862,109,259,368,204,299,182,120,413,908
0,203526,00,0,380,98,6199.0,867,1913,0.453214,244,666,0.366366,305,380,0.802631,86,523,609,828,259,30,368,516,2283
0,1629622,00,0,104,11,1968.0,313,716,0.43715,213,561,0.379679,56,75,0.746666,30,198,228,110,33,15,59,152,895
0,1629659,00,0,124,21,2734.0,426,975,0.436923,83,302,0.274834,179,233,0.76824,61,287,348,327,118,49,187,271,1114
0,1629726,00,0,141,51,2809.0,288,712,0.404494,220,593,0.370994,247,294,0.840136,51,230,281,94,88,27,54,287,1043
0,1626153,00,0,404,70,8427.0,1072,2365,0.453276,272,767,0.354628,511,640,0.798437,317,979,1296,1225,461,147,396,441,2927
0,1628963,00,0,164,75,4111.0,898,1796,0.5,93,321,0.289719,348,523,0.665391,399,812,1211,147,82,109,212,350,2237
0,1626158,00,0,376,160,7922.0,1488,2459,0.605124,43,168,0.255952,586,786,0.745547,692,1475,2167,403,220,396,347,1029,3605
0,1629750,00,0,147,48,2325.0,272,517,0.526112,52,155,0.335483,134,174,0.770114,135,278,413,99,108,44,71,209,730
0,201937,00,0,665,601,20128.0,2407,6186,0.389104,616,1887,0.326444,1969,2335,0.843254,419,2341,2760,5045,1200,88,1737,1687,7399
0,203473,00,0,474,209,8422.0,1200,2280,0.526315,175,514,0.340466,455,616,0.738636,749,2074,2823,331,246,387,467,1207,3030
0,1629599,00,0,124,30,2019.0,256,582,0.439862,113,307,0.368078,123,155,0.793548,38,197,235,145,49,16,65,133,748
0,203501,00,0,586,288,15838.0,2852,6755,0.422205,1253,3505,0.357489,1192,1468,0.811989,196,1454,1650,1095,366,83,622,988,8149
0,1629234,00,0,163,30,2160.0,340,588,0.578231,6,19,0.315789,193,257,0.750972,220,464,684,140,46,105,143,233,879
0,203082,00,0,668,178,16592.0,2736,6555,0.417391,1233,3407,0.361901,807,962,0.838877,234,1668,1902,838,552,221,657,1132,7512
0,1630528,00,0,68,2,1180.0,196,439,0.446469,50,165,0.30303,74,94,0.787234,45,118,163,133,54,11,99,81,516
0,1630228,00,0,64,12,1085.0,215,427,0.503512,43,140,0.307142,120,176,0.681818,50,166,216,56,26,20,69,133,593
0,202357,00,0,443,162,9055.0,1260,2715,0.464088,491,1283,0.382696,349,462,0.755411,476,1541,2017,803,283,182,449,1047,3360
0,203493,00,0,427,232,9541.0,1192,2792,0.426934,683,1778,0.384139,247,294,0.840136,145,926,1071,513,248,62,249,572,3314
0,202681,00,0,604,604,20513.0,5112,10870,0.470285,1340,3415,0.392386,2326,2638,0.881728,472,1837,2309,3463,804,240,1574,1370,13890
0,1629631,00,0,132,126,4073.0,622,1426,0.436185,204,571,0.357267,290,371,0.781671,83,460,543,217,98,48,191,375,1738
0,1630267,00,0,128,23,2598.0,226,606,0.372937,133,405,0.328395,140,169,0.828402,45,206,251,448,140,37,139,255,725
0,1630167,00,0,128,5,1713.0,304,590,0.515254,59,212,0.278301,94,128,0.734375,89,285,374,91,38,41,72,147,761
0,1630557,00,0,69,28,1547.0,201,443,0.453724,96,273,0.351648,46,54,0.851851,51,128,179,72,28,22,44,78,544
0,1629723,00,0,128,6,1935.0,212,409,0.518337,73,182,0.401098,51,76,0.671052,124,351,475,161,79,33,51,128,548
0,1627788,00,0,250,49,4733.0,697,1711,0.407364,372,1040,0.357692,237,310,0.764516,73,497,570,339,153,35,178,290,2003
0,203210,00,0,482,164,10051.0,1430,3039,0.470549,388,1057,0.367076,563,718,0.784122,811,1950,2761,438,270,202,515,1271,3811
0,1629642,00,0,138,30,2301.0,288,633,0.454976,93,293,0.317406,133,183,0.726775,121,351,472,99,43,63,73,205,802
0,1630181,00,0,109,11,2109.0,287,702,0.408831,85,247,0.344129,118,184,0.641304,47,303,350,222,60,23,129,151,777
0,1630560,00,0,62,2,1120.0,211,486,0.434156,45,169,0.266272,79,94,0.840425,16,133,149,76,32,8,51,60,546
0,1629026,00,0,200,60,4410.0,523,1154,0.453206,170,491,0.346232,88,163,0.539877,265,633,898,400,171,67,180,407,1304
0,201949,00,0,744,242,15259.0,2280,4804,0.474604,378,1249,0.302642,820,1207,0.67937,598,2068,2666,1576,568,643,1029,1695,5758
0,1626195,00,0,302,44,4586.0,867,1616,0.536509,34,109,0.311926,442,634,0.69716,629,1128,1757,321,126,120,304,497,2210
0,1627752,00,0,365,218,8836.0,1364,3279,0.41598,621,1674,0.370967,512,627,0.816586,187,1242,1429,638,310,158,574,740,3861
0,1630188,00,0,74,9,986.0,176,352,0.5,39,121,0.322314,76,101,0.752475,98,219,317,26,13,41,46,100,467
0,1627854,00,0,403,166,8265.0,1321,3018,0.437707,700,1699,0.412007,316,387,0.816537,65,637,702,503,155,12,284,569,3658
0,1630168,00,0,91,10,1442.0,234,348,0.672413,0,3,0.0,104,151,0.688741,161,230,391,61,48,88,69,230,572
0,201933,00,0,723,676,23811.0,5356,10857,0.493322,515,1572,0.327608,3116,4476,0.696157,1440,4512,5952,2994,612,350,1710,1981,14343
0,1629021,00,0,190,35,2811.0,489,1010,0.484158,135,422,0.319905,285,350,0.814285,135,503,638,204,82,63,193,423,1398
0,202397,00,0,711,167,14167.0,2297,5350,0.429345,297,913,0.325301,496,733,0.676671,263,1507,1770,2748,508,182,883,941,5387
0,1627936,00,0,221,33,4526.0,478,1122,0.426024,173,465,0.372043,248,337,0.735905,112,449,561,578,248,67,268,410,1377
0,1629669,00,0,114,1,1801.0,341,763,0.44692,107,316,0.338607,123,151,0.814569,43,180,223,202,49,20,61,150,912
0,2730,00,0,1235,1071,39307.0,7024,11974,0.586604,20,97,0.206185,5341,9426,0.566624,4140,10435,14575,1671,1077,2225,3298,3903,19409
0,202326,00,0,648,560,19442.0,4544,9892,0.459361,422,1277,0.330462,3242,4398,0.737153,1684,4957,6641,1968,873,739,2136,2402,12752
0,1629013,00,0,255,80,5935.0,747,1821,0.410214,518,1317,0.393318,273,327,0.834862,53,405,458,412,114,37,171,471,2285
0,1627814,00,0,212,52,4461.0,617,1423,0.433591,266,742,0.35849,252,291,0.865979,97,646,743,306,158,20,158,349,1752
0,202691,00,0,643,606,21142.0,4711,10295,0.4576,1890,4535,0.416758,1212,1427,0.849334,287,1955,2242,1492,577,349,1088,1356,12524
0,1630570,00,0,48,10,869.0,142,267,0.531835,9,38,0.236842,71,94,0.755319,57,142,199,81,25,28,44,116,364
0,1629651,00,0,87,20,1600.0,268,419,0.639618,2,12,0.166666,89,165,0.539393,140,288,428,80,44,95,57,168,627
0,1630200,00,0,99,7,1216.0,169,352,0.480113,8,44,0.181818,71,88,0.806818,36,115,151,224,42,6,54,78,417
0,200752,00,0,1060,779,33672.0,6548,14462,0.452772,1148,3288,0.349148,3072,3846,0.798751,1413,4691,6104,2218,1211,776,2204,2452,17316
0,1629670,00,0,88,13,1364.0,231,554,0.416967,101,274,0.368613,40,51,0.784313,43,221,264,62,42,23,75,95,603
0,203926,00,0,527,94,11012.0,1836,3855,0.476264,723,1766,0.409399,451,550,0.82,224,1012,1236,496,113,53,344,774,4846
0,1629629,00,0,133,62,3313.0,474,1225,0.386938,182,560,0.325,269,320,0.840625,82,343,425,170,142,52,187,260,1399
0,202689,00,0,741,696,24666.0,4975,11897,0.418172,1663,4614,0.360424,2801,3333,0.840384,415,2400,2815,3919,921,280,1570,1100,14414
0,1628988,00,0,240,55,4392.0,652,1569,0.415551,233,621,0.375201,233,278,0.838129,62,361,423,576,162,51,255,366,1770
